pl_name,hostname,pl_rade,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
HAT-P-51 b,HAT-P-51,13.50682174,5453.00,0.995000,0.961000,01h24m15.63s,21.0651251,+32d48m38.52s,32.8107000,440.08900000
K2-211 b,K2-211,1.33162691,5117.00,0.818000,0.851000,01h24m25.48s,21.1061587,+01d42m17.68s,1.7049101,272.29700000
TOI-4515 b,TOI-4515,12.17000000,5433.00,0.860000,0.949000,01h24m44.68s,21.1861778,+21d30m47.03s,21.5130638,193.49900000
HD 8574 b,HD 8574,13.40000000,6064.00,1.380000,1.340000,01h25m12.81s,21.3033807,+28d33m57.66s,28.5660169,44.82640000
HD 8673 b,HD 8673,12.30000000,6389.05,1.502250,1.280000,01h26m09.08s,21.5378455,+34d34m45.62s,34.5793389,37.86190000
HAT-P-53 b,HAT-P-53,14.77346200,5956.00,1.209000,1.093000,01h27m29.06s,21.8711012,+38d58m05.21s,38.9681137,666.80200000
TOI-1695 b,TOI-1695,1.90000000,3690.00,0.515000,0.513000,01h27m41.22s,21.9217346,+72d17m47.81s,72.2966148,45.13090000
TOI-6330 b,TOI-6330,10.89000000,3539.00,0.490000,0.531000,01h28m40.32s,22.1679816,+53d41m09.88s,53.6860778,139.04200000
TIC 237913194 b,TIC 237913194,12.52045300,5788.00,1.088000,1.026000,01h29m46.99s,22.4458116,-60d44m23.67s,-60.7399096,306.06300000
HD 9174 b,HD 9174,13.70000000,5577.00,1.670000,1.030000,01h30m01.04s,22.5043352,-19d36m19.06s,-19.6052945,81.48930000
HD 9446 b,HD 9446,14.00000000,5793.00,1.000000,1.000000,01h33m20.41s,23.3350424,+29d15m53.71s,29.2649187,50.35030000
HD 9446 c,HD 9446,13.40000000,5793.00,1.000000,1.000000,01h33m20.41s,23.3350424,+29d15m53.71s,29.2649187,50.35030000
TOI-2120 b,TOI-2120,2.12200000,3131.00,0.245000,0.211000,01h34m01.76s,23.5073150,+65d30m50.36s,65.5139877,32.17550000
NGTS-11 b,NGTS-11,9.15775300,5050.00,0.832000,0.862000,01h34m05.15s,23.5214497,-14d25m08.94s,-14.4191493,190.42200000
TOI-125 b,TOI-125,2.72600000,5320.00,0.848000,0.859000,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.05900000
TOI-125 c,TOI-125,2.75900000,5320.00,0.848000,0.859000,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.05900000
TOI-125 d,TOI-125,2.93000000,5320.00,0.848000,0.859000,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.05900000
BD+55 362 b,BD+55 362,14.00000000,5012.00,0.896193,0.909000,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.56970000
WASP-105 b,WASP-105,10.76064000,5070.00,0.900000,0.890000,01h36m40.29s,24.1678686,-50d39m33.51s,-50.6593080,169.27200000
ups And b,ups And,14.00000000,6156.77,1.560000,1.300000,01h36m47.60s,24.1983534,+41d24m13.73s,41.4038147,13.40540000
ups And c,ups And,12.30000000,6156.77,1.560000,1.300000,01h36m47.60s,24.1983534,+41d24m13.73s,41.4038147,13.40540000
ups And d,ups And,12.50000000,6156.77,1.560000,1.300000,01h36m47.60s,24.1983534,+41d24m13.73s,41.4038147,13.40540000
HS Psc b,HS Psc,13.60000000,4203.00,0.650000,0.690000,01h37m23.37s,24.3473790,+26d57m10.09s,26.9528036,37.66040000
WASP-18 b,WASP-18,13.89913607,6432.00,1.319000,1.294000,01h37m25.07s,24.3544618,-45d40m40.06s,-45.6777937,123.48300000
WASP-18 c,WASP-18,8.58000000,6400.00,1.230000,1.220000,01h37m25.07s,24.3544618,-45d40m40.06s,-45.6777937,123.48300000
HD 10180 c,HD 10180,3.68000000,5911.00,1.109000,1.060000,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.96070000
HD 10180 d,HD 10180,3.45000000,5911.00,1.109000,1.060000,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.96070000
HD 10180 e,HD 10180,5.39000000,5911.00,1.109000,1.060000,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.96070000
HD 10180 f,HD 10180,5.24000000,5911.00,1.109000,1.060000,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.96070000
HD 10180 g,HD 10180,4.91000000,5911.00,1.109000,1.060000,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.96070000
HD 10180 h,HD 10180,9.40000000,5911.00,1.109000,1.060000,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.96070000
WASP-97 b,WASP-97,12.77826000,5640.00,1.080000,1.180000,01h38m25.23s,24.6051389,-55d46m19.20s,-55.7720006,151.06800000
HD 10442 b,HD 10442,13.60000000,4912.00,1.970000,1.010000,01h41m53.17s,25.4715240,+02d42m15.91s,2.7044193,135.37400000
HD 10647 b,HD 10647,13.80000000,6218.00,1.100000,1.110000,01h42m29.60s,25.6233526,-53d44m28.63s,-53.7412852,17.33570000
BD+20 274 b,BD+20 274,13.00000000,4296.00,17.300000,0.800000,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.51000000
tau Cet e,tau Cet,1.81000000,5310.00,0.830000,0.783000,01h44m02.23s,26.0093029,-15d56m01.68s,-15.9337987,3.60304000
tau Cet f,tau Cet,1.81000000,5310.00,0.830000,0.783000,01h44m02.23s,26.0093029,-15d56m01.68s,-15.9337987,3.60304000
tau Cet g,tau Cet,1.18000000,5310.00,0.830000,0.783000,01h44m02.23s,26.0093029,-15d56m01.68s,-15.9337987,3.60304000
tau Cet h,tau Cet,1.19000000,5310.00,0.830000,0.783000,01h44m02.23s,26.0093029,-15d56m01.68s,-15.9337987,3.60304000
HIP 8152 b,HIP 8152,2.53625843,5618.00,0.960300,0.937300,01h44m50.22s,26.2092533,-18d24m04.98s,-18.4013844,101.69400000
HIP 8152 c,HIP 8152,2.52442508,5618.00,0.960300,0.937300,01h44m50.22s,26.2092533,-18d24m04.98s,-18.4013844,101.69400000
HD 10697 b,HD 10697,12.80000000,5641.00,1.863076,0.990000,01h44m55.78s,26.2324076,+20d04m57.71s,20.0826974,33.12050000
TOI-2152 A b,TOI-2152,14.35870428,6630.00,1.612000,1.516000,01h45m21.35s,26.3389717,+77d47m24.44s,77.7901231,303.00600000
WASP-76 b,WASP-76,20.78145022,6329.00,1.756000,1.458000,01h46m31.90s,26.6329360,+02d42m01.40s,2.7003890,194.45900000
WASP-181 b,WASP-181,13.27145600,5839.00,0.965000,1.040000,01h47m10.37s,26.7932253,+03d07m58.56s,3.1329325,437.49500000
HD 11112 b,HD 11112,12.60000000,5905.64,1.473680,1.070000,01h48m21.15s,27.0881399,-41d29m39.88s,-41.4944106,44.38040000
HD 10975 b,HD 10975,14.30000000,4840.00,11.160000,1.410000,01h48m39.07s,27.1628025,+37d57m09.92s,37.9527542,116.50600000
DMPP-2 b,DMPP-2,14.30000000,6500.00,1.780000,1.440000,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985,137.94000000
HD 11343 c,HIP 8541,13.90000000,4672.00,6.840000,2.009000,01h50m06.53s,27.5271962,-54d27m54.59s,-54.4651633,155.12100000
HIP 8541 b,HIP 8541,12.60000000,4672.00,6.840000,2.009000,01h50m06.53s,27.5271962,-54d27m54.59s,-54.4651633,155.12100000
HD 11506 b,HD 11506,12.90000000,6123.00,1.240000,1.220000,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,51.26100000
HD 11506 c,HD 11506,14.00000000,6123.00,1.240000,1.220000,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,51.26100000
HD 11506 d,HD 11506,12.30000000,6123.00,1.240000,1.220000,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,51.26100000
HD 11505 b,HD 11505,12.60000000,5757.15,1.195680,1.030000,01h53m06.01s,28.2750265,-01d19m42.39s,-1.3284416,38.96790000
HAT-P-60 b,HAT-P-60,18.28184752,6212.00,2.197000,1.435000,01h53m07.82s,28.2825719,+52d03m14.12s,52.0539209,233.22000000
TOI-849 b,TOI-849,3.64000000,5257.00,0.970000,0.970000,01h54m51.79s,28.7157956,-29d25m18.15s,-29.4217086,225.73400000
HD 11977 b,HD 11977,12.70000000,4970.00,10.090000,1.910000,01h54m56.34s,28.7347403,-67d38m49.15s,-67.6469871,67.93310000
WASP-71 b,WASP-71,13.22662000,6050.00,1.820000,0.760000,01h57m03.23s,29.2634506,+00d45m31.77s,0.7588247,362.71500000
HD 11964 b,HD 11964,14.10000000,5303.00,2.009710,0.910000,01h57m09.22s,29.2884252,-10d14m36.49s,-10.2434693,33.53690000
HD 11964 c,HD 11964,5.38000000,5303.00,2.009710,0.910000,01h57m09.22s,29.2884252,-10d14m36.49s,-10.2434693,33.53690000
HD 11755 b,HD 11755,12.80000000,4312.00,20.580000,0.720000,01h58m49.88s,29.7078360,+73d09m07.69s,73.1521372,235.04500000
HD 12235 b,HD 12235,3.23000000,5986.00,1.801850,1.100000,02h00m09.40s,30.0391601,+03d05m45.28s,3.0959098,31.76270000
HD 12235 c,HD 12235,12.50000000,5986.00,1.801850,1.100000,02h00m09.40s,30.0391601,+03d05m45.28s,3.0959098,31.76270000
GJ 9066 c,GJ 9066,9.60000000,3154.00,0.164000,0.150000,02h00m14.12s,30.0588307,+13d02m39.54s,13.0443172,4.47100000
HD 12484 b,HD 12484,13.20000000,5920.00,1.001848,1.010000,02h02m26.77s,30.6115322,+02d48m56.91s,2.8158078,48.33670000
HIP 9618 b,HIP 9618,3.82838127,5649.00,0.959300,0.942000,02h03m37.20s,30.9050061,+21d16m52.78s,21.2813274,67.54780000
HIP 9618 c,HIP 9618,3.42855926,5649.00,0.959300,0.942000,02h03m37.20s,30.9050061,+21d16m52.78s,21.2813274,67.54780000
HAT-P-32 b,HAT-P-32,22.19382000,6001.00,1.367000,1.132000,02h04m10.26s,31.0427614,+46d41m16.26s,46.6878512,289.20500000
HD 12661 b,HD 12661,13.30000000,5645.00,1.200000,1.200000,02h04m34.16s,31.1423525,+25d24m48.83s,25.4135632,37.84780000
HD 12661 c,HD 12661,13.20000000,5748.00,1.110000,1.020000,02h04m34.16s,31.1423525,+25d24m48.83s,25.4135632,37.84780000
TOI-2328 b,TOI-2328,9.97599282,5525.00,0.900000,0.950000,02h06m45.78s,31.6907424,-81d14m50.55s,-81.2473760,231.78200000
alf Ari b,alf Ari,13.40000000,4553.00,13.900000,1.500000,02h07m10.39s,31.7932860,+23d27m44.72s,23.4624210,20.21019000
WASP-53 b,WASP-53,12.03846600,4953.00,0.798000,0.839000,02h07m38.20s,31.9091639,-20d39m42.63s,-20.6618430,201.33800000
WASP-53 c,WASP-53,,4953.00,0.798000,0.839000,02h07m38.20s,31.9091639,-20d39m42.63s,-20.6618430,201.33800000
HD 13167 b,HD 13167,13.10000000,5671.00,2.390000,1.350000,02h08m13.83s,32.0576350,-24d41m44.07s,-24.6955750,148.93400000
GJ 3138 b,GJ 3138,1.18000000,3717.00,0.500000,0.681000,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.47120000
GJ 3138 c,GJ 3138,1.88000000,3717.00,0.500000,0.681000,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.47120000
GJ 3138 d,GJ 3138,3.23000000,3717.00,0.500000,0.681000,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495,28.47120000
HD 13189 b,HD 13189,12.40000000,4175.00,38.410000,2.240000,02h09m40.18s,32.4173964,+32d18m59.24s,32.3164548,497.82300000
TOI-262 b,TOI-262,2.07000000,5310.00,0.853000,0.913000,02h10m08.32s,32.5346870,-31d04m14.26s,-31.0706272,43.93200000
GJ 86 b,GJ 86,12.90000000,5182.00,0.770000,0.930000,02h10m29.39s,32.6224785,-50d49m15.58s,-50.8209945,10.78360000
WASP-156 b,WASP-156,6.02802815,4987.00,0.826800,0.871200,02h11m07.70s,32.7820850,+02d25m05.50s,2.4181937,122.06600000
BD+45 564 b,BD+45 564,13.60000000,5004.00,0.813064,0.810000,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,53.62200000
HD 13724 c,HD 13724,8.18000000,5835.31,1.041980,1.004000,02h12m20.63s,33.0859626,-46d49m00.03s,-46.8166738,43.46500000
HAT-P-29 b,HAT-P-29,13.11453000,6087.00,1.300000,1.450000,02h12m31.46s,33.1310921,+51d46m43.59s,51.7787754,313.57600000
TOI-2421 b,TOI-2421,10.36830715,5607.00,1.750000,1.131000,02h12m36.96s,33.1540208,-35d23m27.31s,-35.3909182,327.92700000
HD 13808 b,HD 13808,3.35000000,5035.00,0.781000,0.771000,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591,28.23050000
HD 13808 c,HD 13808,3.13000000,5035.00,0.781000,0.771000,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591,28.23050000
BD-210397 b,BD-210397,14.00000000,4051.00,0.747000,0.679000,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.73240000
BD-210397 c,BD-210397,12.90000000,4051.00,0.747000,0.690000,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.73240000
HD 13931 b,HD 13931,13.20000000,5867.00,1.250000,1.300000,02h16m47.52s,34.1979991,+43d46m19.94s,43.7722065,47.39630000
HD 14067 b,HD 14067,12.20000000,4815.00,12.400000,2.400000,02h17m10.40s,34.2933480,+23d46m03.56s,23.7676546,142.02400000
HD 13908 b,HD 13908,13.90000000,6255.00,1.670000,1.290000,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.55150000
HD 13908 c,HD 13908,12.80000000,6255.00,1.670000,1.290000,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.55150000
HD 12648 b,HD 12648,13.40000000,4835.00,11.020000,0.670000,02h18m59.54s,34.7480718,+85d44m11.52s,85.7365329,182.19200000
2MASS J02192210-3925225 b,2MASS J02192210-3925225,16.14096000,3064.00,0.281000,0.108000,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767,40.08964117
TOI-5319 b,TOI-5319,2.83000000,3580.00,0.485000,0.500000,02h20m51.25s,35.2135563,+23d31m13.59s,23.5204408,61.17100000
WASP-116 b,WASP-116,13.67495645,6250.00,1.426000,1.250000,02h20m51.78s,35.2157609,-01d49m33.75s,-1.8260419,559.24300000
HAT-P-38 b,HAT-P-38,9.24700000,5330.00,0.923000,0.886000,02h21m32.04s,35.3834942,+32d14m45.76s,32.2460441,255.20600000
GJ 96 b,GJ 96,4.67000000,3785.00,0.580612,0.600000,02h22m14.98s,35.5624031,+47d52m48.75s,47.8802075,11.93150000
HD 14787 b,HD 14787,13.70000000,4946.00,5.010000,1.430000,02h23m14.04s,35.8085099,+10d50m12.47s,10.8367972,119.13700000
TOI-2384 b,TOI-2384,11.48920522,3943.00,0.611300,0.635000,02h24m37.48s,36.1561463,-65d00m00.70s,-65.0001957,191.51000000
WASP-33 b,WASP-33,17.85593700,7430.00,1.444000,1.495000,02h26m51.06s,36.7127375,+37d33m01.60s,37.5504441,121.94400000
WASP-117 b,WASP-117,11.88154000,6040.00,1.220000,1.290000,02h27m06.19s,36.7758112,-50d17m03.93s,-50.2844247,157.96300000
HD 15337 b,HD 15337,1.77000000,5131.00,0.855000,0.829000,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.81550000
HD 15337 c,HD 15337,2.52600000,5131.00,0.855000,0.829000,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.81550000
WASP-77 A b,WASP-77 A,13.56000000,5617.00,0.910000,0.903000,02h28m37.33s,37.1555223,-07d03m38.40s,-7.0606675,105.16600000
TOI-1224 b,TOI-1224,2.10400000,3326.00,0.404000,0.400000,02h28m47.48s,37.1978356,-80d53m56.78s,-80.8991053,37.33120000
TOI-1224 c,TOI-1224,2.88400000,3326.00,0.404000,0.400000,02h28m47.48s,37.1978356,-80d53m56.78s,-80.8991053,37.33120000
75 Cet b,75 Cet,13.30000000,4809.00,10.380000,1.920000,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.96130000
75 Cet c,75 Cet,13.90000000,4809.00,10.380000,1.920000,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.96130000
TOI-1062 b,TOI-1062,2.26500000,5328.00,0.840000,0.940000,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.17330000
TOI-1062 c,TOI-1062,3.10000000,5328.00,0.840000,0.940000,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.17330000
HD 15906 b,HD 15906,2.24000000,4757.00,0.762000,0.790000,02h33m05.10s,38.2712534,-10d21m07.84s,-10.3521780,45.56210000
HD 15906 c,HD 15906,2.93000000,4757.00,0.762000,0.790000,02h33m05.10s,38.2712534,-10d21m07.84s,-10.3521780,45.56210000
TOI-1601 b,TOI-1601,14.19902343,5982.00,2.195000,1.505500,02h33m26.78s,38.3615690,+41d00m48.36s,41.0134321,336.60800000
GPX-1 b,GPX-1,16.47720163,7000.00,1.560000,1.680000,02h33m28.60s,38.3691648,+56d01m32.55s,56.0257080,655.01300000
TIC 4672985 b,TIC 4672985,11.50041420,5757.00,1.150000,1.010000,02h33m52.96s,38.4706782,-10d39m26.58s,-10.6573827,253.38500000
HD 16141 b,HD 16141,10.90000000,5757.00,1.480000,1.110000,02h35m19.77s,38.8323674,-03d33m44.96s,-3.5624887,37.78610000
30 Ari B b,30 Ari B,12.30000000,6331.00,1.410000,1.930000,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103,44.65700000
HD 16417 b,HD 16417,5.00000000,5841.00,1.639984,1.200000,02h36m58.58s,39.2441029,-34d34m44.73s,-34.5790905,25.39360000
HD 16175 b,HD 16175,12.80000000,5981.00,1.720000,1.630000,02h37m01.86s,39.2577379,+42d03m44.83s,42.0624526,59.85900000
TOI-3688 A b,TOI-3688 A,13.08088048,5950.00,1.302000,1.199000,02h37m07.76s,39.2823371,+54d51m04.37s,54.8512152,396.37800000
81 Cet b,81 Cet,13.10000000,4734.00,11.210000,1.230000,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26000000
TOI-4145 A b,TOI-4145 A,13.30506009,5281.00,0.859000,0.905000,02h37m43.14s,39.4297435,+80d16m02.58s,80.2673838,205.38700000
WASP-99 b,WASP-99,11.43318000,6150.00,1.640000,1.210000,02h39m35.44s,39.8976689,-50d00m29.50s,-50.0081934,158.66000000
HD 16905 b,HD 16905,12.40000000,4866.12,0.774940,0.850000,02h40m03.27s,40.0136203,-61d21m18.14s,-61.3550396,39.74010000
TOI-2443 b,TOI-2443,2.36300000,4375.00,0.631000,0.642000,02h40m43.17s,40.1798608,+01d11m58.83s,1.1996757,23.92580000
HR 810 b,HR 810,12.70000000,6167.00,1.130000,1.340000,02h42m34.01s,40.6417178,-50d47m57.65s,-50.7993484,17.31810000
BD+48 738 b,BD+48 738,13.90000000,4414.00,11.000000,0.740000,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.49300000
BD+48 740 b,BD+48 740,13.50000000,4534.00,10.330000,1.090000,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.58900000
WASP-72 b,WASP-72,14.45961000,6250.00,2.180000,2.780000,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785,434.75400000
HD 17092 b,HD 17092,12.50000000,4326.00,13.580000,6.730000,02h46m22.18s,41.5924261,+49d39m10.94s,49.6530375,228.42200000
WASP-138 b,WASP-138,12.21781000,6272.00,1.360000,1.220000,02h46m33.40s,41.6391598,-00d27m50.85s,-0.4641252,414.23400000
HIP 12961 b,HIP 12961,13.20000000,3901.00,0.650000,0.690000,02h46m43.22s,41.6800749,-23d05m09.62s,-23.0860048,23.37100000
TOI-1201 b,TOI-1201,2.41500000,3476.00,0.508000,0.512000,02h48m59.45s,42.2476999,-14d32m14.22s,-14.5372835,37.88710000
TOI-558 b,TOI-558,12.17295304,6466.00,1.496000,1.349000,02h49m09.96s,42.2915093,-58d01m28.86s,-58.0246828,402.63000000
HD 17156 b,HD 17156,1.09400000,6046.00,1.517000,1.285000,02h49m44.79s,42.4366123,+71d45m11.12s,71.7530882,78.08630000
2MASS J0249-0557 c,2MASS J0249-0557 A,12.40000000,2859.00,0.315959,0.046000,02h49m56.44s,42.4851627,-05d57m35.97s,-5.9599921,66.06130000
TOI-4641 b,TOI-4641,8.18255591,6560.00,1.720000,1.410000,02h50m13.97s,42.5582023,+25d20m00.72s,25.3335334,86.35010000
HAT-P-52 b,HAT-P-52,11.30988100,5131.00,0.893000,0.887000,02h50m53.22s,42.7217412,+29d01m20.10s,29.0222492,361.15500000
HD 17674 b,HD 17674,13.90000000,5904.00,1.180000,0.980000,02h51m04.44s,42.7684964,+30d17m11.75s,30.2865981,44.42640000
HR 858 b,HR 858,2.00400000,6354.00,1.258000,1.204000,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.96400000
HR 858 c,HR 858,1.97900000,6354.00,1.258000,1.204000,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.96400000
HR 858 d,HR 858,2.00100000,6354.00,1.258000,1.204000,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,31.96400000
Teegarden's Star b,Teegarden's Star,1.05000000,3034.00,0.120000,0.097000,02h53m04.59s,43.2691449,+16d51m53.65s,16.8649024,3.83078000
Teegarden's Star c,Teegarden's Star,1.02000000,3034.00,0.120000,0.097000,02h53m04.59s,43.2691449,+16d51m53.65s,16.8649024,3.83078000
Teegarden's Star d,Teegarden's Star,0.95400000,3034.00,0.120000,0.097000,02h53m04.59s,43.2691449,+16d51m53.65s,16.8649024,3.83078000
TOI-2445 b,TOI-2445,1.25000000,3333.00,0.270000,0.250000,02h53m15.88s,43.3161555,+00d03m08.41s,0.0523366,48.58200000
HD 18015 b,HD 18015,13.10000000,5603.00,3.130000,1.490000,02h53m27.27s,43.3636339,-08d50m52.94s,-8.8480392,123.80100000
TOI-1736 b,TOI-1736,3.18175535,5636.00,1.428600,1.037300,02h53m44.27s,43.4344615,+69d06m04.84s,69.1013450,88.94820000
TOI-1736 c,TOI-1736,12.50000000,5636.00,1.428600,1.037300,02h53m44.27s,43.4344615,+69d06m04.84s,69.1013450,88.94820000
WASP-50 b,WASP-50,13.06969400,5400.00,0.843000,0.892000,02h54m45.14s,43.6880738,-10d53m52.89s,-10.8980242,184.84800000
TOI-4184 b,TOI-4184,2.43000000,3238.00,0.234700,0.210900,02h55m18.83s,43.8284749,-79d24m52.93s,-79.4147039,69.36490000
TOI-2345 b,TOI-2345,1.50400000,4687.00,0.729000,0.727000,02h55m32.35s,43.8847940,-34d58m40.71s,-34.9779745,81.65410000
TOI-2345 c,TOI-2345,2.45100000,4687.00,0.729000,0.727000,02h55m32.35s,43.8847940,-34d58m40.71s,-34.9779745,81.65410000
HD 18143 b,HD 18143,3.28000000,5078.00,0.870000,0.850000,02h55m39.37s,43.9140248,+26d52m20.58s,26.8723829,22.52430000
HD 18143 c,HD 18143,12.50000000,5078.00,0.870000,0.850000,02h55m39.37s,43.9140248,+26d52m20.58s,26.8723829,22.52430000
HD 18599 b,HD 18599,2.60000000,5145.00,0.767000,0.863000,02h57m02.88s,44.2620144,-56d11m30.73s,-56.1918694,38.56530000
LHS 1478 b,LHS 1478,1.24200000,3381.00,0.246000,0.236000,02h57m21.33s,44.3388743,+76d33m05.06s,76.5514045,18.22760000
HD 18742 b,HD 18742,13.10000000,4940.00,5.130000,1.360000,03h00m10.63s,45.0443115,-20d48m09.73s,-20.8027024,162.68500000
LTT 1445 A b,LTT 1445 A,1.34000000,3562.00,0.271000,0.257000,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929000
LTT 1445 A c,LTT 1445 A,1.14700000,3340.00,0.265000,0.257000,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929000
TYC 3318-01333-1 b,TYC 3318-01333-1,13.10000000,4776.00,5.900000,1.190000,03h02m19.82s,45.5825716,+49d44m38.91s,49.7441421,490.61000000
BD+49 828 b,BD+49 828,13.50000000,4943.00,7.600000,1.520000,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.04200000
TOI-1669 b,TOI-1669,14.10000000,5497.00,1.056100,0.986700,03h03m49.55s,45.9564744,+83d35m14.74s,83.5874273,111.27600000
TOI-1669 c,TOI-1669,2.29639770,5497.00,1.056100,0.986700,03h03m49.55s,45.9564744,+83d35m14.74s,83.5874273,111.27600000
NGTS-20 b,NGTS-20,11.99360935,5980.00,1.780000,1.470000,03h05m10.23s,46.2926368,-21d56m01.13s,-21.9336472,382.89800000
HD 18438 b,HD 18438,12.10000000,3860.00,88.475000,1.840000,03h06m07.64s,46.5318358,+79d25m06.89s,79.4185800,224.14600000
TOI-6303 b,TOI-6303,11.59000000,3977.00,0.609000,0.644000,03h07m07.36s,46.7806502,+40d08m49.83s,40.1471740,152.21900000
TOI-559 b,TOI-559,12.22899794,5925.00,1.233000,1.026000,03h07m16.47s,46.8186159,-31d09m46.78s,-31.1629951,233.26600000
HD 20003 b,HD 20003,3.43000000,5494.00,0.921637,0.875000,03h07m38.16s,46.9090081,-72d19m18.92s,-72.3219221,41.83160000
HD 20003 c,HD 20003,3.89000000,5494.00,0.921637,0.875000,03h07m38.16s,46.9090081,-72d19m18.92s,-72.3219221,41.83160000
WASP-11 b,WASP-11,12.44199000,4800.00,0.890000,1.420000,03h09m28.55s,47.3689472,+30d40m24.17s,30.6733817,124.73000000
TOI-5678 b,TOI-5678,4.91000000,5485.00,0.938000,0.905000,03h09m32.20s,47.3841872,-34d11m54.53s,-34.1984808,165.39300000
TOI-257 b,TOI-257,7.16253867,6095.00,1.867000,1.407000,03h10m04.14s,47.5172608,-50d49m56.15s,-50.8322632,76.90280000
TOI-3261 b,TOI-3261,3.82000000,5068.00,0.849000,0.861000,03h10m54.85s,47.7285242,-73d31m55.10s,-73.5319720,300.14100000
HIP 14810 b,HIP 14810,13.00000000,5544.00,1.070000,1.010000,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.48000000
HIP 14810 c,HIP 14810,13.60000000,5544.00,1.070000,1.010000,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.48000000
HIP 14810 d,HIP 14810,14.10000000,5544.00,1.070000,1.010000,03h11m14.23s,47.8092750,+21d05m49.67s,21.0971302,50.48000000
HD 19994 b,HD 19994,13.60000000,6188.00,1.796470,1.365000,03h12m46.64s,48.1943193,-01d11m47.02s,-1.1963955,22.52420000
CD Cet b,CD Cet,1.82000000,3130.00,0.175000,0.161000,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,8.60715000
HAT-P-25 b,HAT-P-25,12.72221500,5519.00,0.919000,1.012000,03h13m44.51s,48.4354731,+25d11m50.48s,25.1973548,300.38400000
HD 19615 b,HD 19615,12.60000000,4263.00,32.300000,1.100000,03h15m07.52s,48.7813299,+73d52m04.85s,73.8680150,265.15500000
HD 20329 b,HD 20329,1.72000000,5596.00,1.130000,0.900000,03h16m42.75s,49.1781240,+15d39m22.88s,15.6563542,63.67960000
TOI-406 c,TOI-406,1.32000000,3392.00,0.410000,0.408000,03h17m03.03s,49.2626428,-42d14m38.94s,-42.2441492,31.05970000
TOI-406.01,TOI-406,2.08000000,3392.00,0.410000,0.408000,03h17m03.03s,49.2626428,-42d14m38.94s,-42.2441492,31.05970000
